Area_code,Area_name,ow_obs,hyp_ten,low_bw,alc,smoke,activity,eating,sti_screen,teen_preg,in_eet,pupil_abs,ey_dev,training,ks4_dev,low_pay,pov_child,unempl,wp_safety,incare_child,avoid_mort,suicide,inf_mort,dementia,disability,diff_adls,kidney,frailty,cancer,diab,srwb_sat,srwb_worth,srwb_hap,srwb_anx,depres,semh_child,self_harm,air_poll,pub_greenspace,priv_greenspace,env_noise,road_safety,road_traff,rough_sleep,house_afford,GP_dist,pharm_dist,sport_dist,crime_pers,hle,musculo,resp,cvd,ow_obs_child,drug,can_screen,vac
E06000001,Hartlepool,70.44500086,17.08,4.648648649,1020.75,18.6,59.06190458,50.62029635,573.3453979,38.02535023,2.8,14.80276,69.3877551,13.4,60.3,34.2,21.4,9,270,138.65,312.8,11.6,3.561022985,0.94,24.7,43.18,4.91,614.05,3.09,7.08,7.56,7.84,7.39,2.74,11.84,14.99,264.17,7.3237,637.0132195,94.1,5.137169945,180.57,0.004616966,3.217434203,3.98,0.86,0.86,0.4,113.7041248,57.69058793,0.735,5.1,2.118,34.81374808,106,68.73760534,89.51404935
E06000002,Middlesbrough,64.92679321,13.33,3.482880756,964.21,17.4,57.93347676,53.46347086,632.6721191,39.35599284,4.1,15.51724,63.86138614,12.3,59.2,26.8,30,7.4,197,137.36,379.7,15.6,4.199475066,0.79,24.1,38.08,3.37,771.68,2.33,7.3,7.61,7.92,7.43,2.75,9.76,17.73,391.33,8.0331,721.2491235,94.6,6.458387448,266.14,0.015339576,7.826674731,4.44,0.63,0.63,0.47,141.6414671,58.15416628,0.75,4.43,1.814,33.48930647,121,66.32223998,87.09477374
E06000003,Redcar and Cleveland,72.50697655,17,3.249390739,806.47,13.5,64.31142467,51.93797916,500.5548401,34.56553048,4.3,13.53662,71.44615385,17.9,61.1,29.1,18.7,5.3,450,103.2,288,10.8,3.305785124,0.97,26.5,38.54,3.47,592.9,3.53,8.19,7.71,7.85,7.59,2.61,13.24,17.51,286.55,7.389,743.7696675,94.7,5.376029491,198.5,0.002592768,0.731432584,5,0.71,0.71,0.48,83.931889,60.44573867,0.62,5.13,2.25,32.51135543,91,72.43323077,91.39256916
E06000004,Stockton-on-Tees,68.00095049,15.08,3.868269733,940.14,16.4,61.86028126,49.89948472,486.5671997,26.75159236,4.2,12.04075,70.46736503,16.8,66.8,24.7,16.8,5.7,341,108.21,275.7,9.2,3.509307293,0.99,25.2,38.72,3.91,598.62,2.93,6.92,7.68,7.82,7.6,2.39,14.71,15.3,280.98,7.6095,799.7352712,94.4,13.48014554,187.18,0.004795996,1.521197893,5.29,0.76,0.76,0.47,90.48085065,58.51302652,0.74,4.685,2.014,30.28729271,92,71.14734398,93.16531918
E06000005,Darlington,68.32580783,15.95,2.848722986,639.38,13.8,61.14548495,53.82782656,839.3812256,19.45754717,3.8,13.25309,72.63325378,21.1,65.3,23.4,17.9,4.7,259,95.21,253.9,13.1,3.526300323,1,23.3,35.8,4.33,648.65,3.21,7.7,7.73,7.93,7.58,2.98,12.85,15.56,220.82,7.1363,943.1271114,94.8,5.780455305,357.1,0.00276526,2.815156804,4.73,0.76,0.76,0.48,96.64433309,61.83839874,0.95,4.53,2.16,28.72588882,72,72.21544565,91.61771414
E06000006,Halton,74.41198389,15.8,2.465331279,862.71,17.9,62.8456931,45.93810901,744.4598389,36.63003663,4.8,13.36917,64.53045685,17.7,57.7,22.5,16.1,4.5,363,92.23,299.9,11.4,3.40367597,0.74,23.9,36.88,3.93,655.34,3.23,8.31,7.62,7.87,7.49,2.6,14.57,16.82,349.73,8.6189,509.8557638,94.3,4.49653743,261.39,0.009384656,3.893110751,4.42,0.67,0.67,0.44,87.42369503,58.47559798,0.77,4.905,2.148,32.2688278,91,68.70040807,90.64560866
E06000007,Warrington,66.92676108,14.1,2.482621648,733.12,10.5,59.62174994,50.6973984,567.2354126,19.45181256,2.7,10.32983,72.82780411,19.3,67,20,13,4,284,89.82,224.4,7.2,3.628666465,0.86,17.5,32.72,3.42,659.77,3.01,6.87,7.76,7.93,7.69,2.69,12.42,12.04,302.69,8.2857,508.036505,92.6,4.218623984,240.01,0.01010307,10.02161806,5.81,0.78,0.78,0.45,70.70967372,64.34761318,0.7,4.065,1.846,29.34484936,68,71.75387405,93.06680815
E06000008,Blackburn with Darwen,61.94726354,13.39,4.294149222,675.08,16.2,57.52306295,43.12546235,536.9325562,21.72459893,3.3,11.94186,67.43436205,11.3,63.8,29.8,31.4,5.2,270,97.52,331.6,9.8,4.679683718,0.67,21.4,37.96,3.78,644.85,2.49,8.82,7.8,7.95,7.67,2.55,14.02,17.69,247.92,7.8752,737.4578648,94.6,3.866147479,712.23,0.003668382,10.07103436,4.35,0.52,0.52,0.38,105.3094493,58.70017994,0.83,4.84,1.71,29.12606576,105,64.84547987,88.40062027
E06000009,Blackpool,66.50808554,17.86,2.959830867,1015.11,21.1,54.35495467,49.22093669,1254.673218,36.93314633,3.9,12.47746,67.87221218,21.8,46.9,30.6,22.4,5.7,274,185.33,401.8,13.7,6.048387097,1.08,33.7,39.87,7.1,722.37,3.48,8.12,7.55,7.8,7.44,3.05,17.23,18.91,378.84,7.195,708.8525777,91.1,3.842536305,864.5,0.011450683,8.614191881,4.92,0.47,0.47,0.45,170.9629949,55.2167625,0.915,5.505,2.434,32.46977235,110,64.5451309,90.0642363
E06000010,"Kingston upon Hull, City of",71.52644503,14.2,3.38245144,907.02,26.1,58.51560712,42.82848729,874.3835449,29.83069067,5.5,12.75176,65.93695271,18.4,56.1,28.7,26.4,5.8,260,133.38,352,14.1,4.571984436,0.75,27.1,37.37,3.44,722.81,2.61,7.35,7.62,7.86,7.35,2.86,10.69,16.99,255.51,9.7553,830.8928822,91.3,10.3589173,826.71,0.013831369,9.975253698,4.73,0.48,0.48,0.4,143.0297915,56.90231694,0.62,4.415,1.656,33.28021905,103,68.26537646,90.29717254
E06000011,East Riding of Yorkshire,58.04523933,17.77,1.597444089,640.88,12.8,62.64948124,55.993996,452.1627808,14.64435146,2.4,10.63267,73.59469588,20.1,68.9,29.7,13.6,3.4,483,49.81,200.6,11.4,2,1.04,21.9,32.98,5.35,486.75,4.34,7.76,7.94,8.12,7.65,2.69,9.32,13.22,154.41,8.335,1727.93989,92.3,4.765067725,288.81,0.000984632,2.355615493,6.43,1.16,1.16,0.61,54.99773272,64.90922223,0.82,4.66,2.386,22.36216971,38,75.17550991,93.68136553
E06000012,North East Lincolnshire,71.68609005,16.15,2.407152682,653.85,21.2,57.0906979,53.19538399,582.6033936,26.7073636,5.9,11.95928,70.00513611,18.1,59.7,38.1,21.3,5.7,331,102.93,280.8,9.6,4.853462759,0.92,27.1,38.43,5.86,637.07,3.32,7.68,7.73,7.95,7.52,2.98,10.07,13.31,207.39,9.2382,1561.837746,95.5,5.557741244,540.21,0.003888208,8.134100024,4.71,0.65,0.65,0.43,114.1902503,60.26407356,0.785,4.565,2.066,30.27830215,43,71.71844752,94.43215585
E06000013,North Lincolnshire,72.32483665,16.98,2.344827586,698.04,21,59.61536298,54.86758002,576.2599487,21.82759896,2.7,11.25063,71.04462475,19.4,63.9,28.5,17.9,5.4,481,63.62,247,9.8,3.716017993,0.82,29.2,35.5,4.6,661.78,3.3,7.98,7.62,7.81,7.41,3.04,12.66,14.46,151.72,9.0144,2029.668376,93.3,6.361843436,331.43,0.001429671,5.232406035,5.57,1.02,1.02,0.53,82.8406151,59.44581669,0.56,4.295,2.032,31.31353851,49,71.47970112,91.45292953
E06000014,York,54.36585372,12.15,3.50148368,712.54,11.5,76.40450752,56.31489992,749.6997681,16.12903226,2.4,11.05209,74.82269504,18.8,69.6,26.7,10.7,3,185,53.39,216.9,11.9,4.637060817,0.73,15.8,28.93,3.17,512.56,3.05,5.02,7.69,7.75,7.36,2.98,10.25,12.06,189.92,8.0918,892.2743078,91.6,13.17814315,399.2,0.003518879,4.287899072,9.28,0.62,0.62,0.42,57.74370751,65.39802137,0.96,3.685,1.746,27.92542608,48,71.64557743,91.69658852
E06000015,Derby,65.49905686,13.08,3.259361997,877.73,19.2,65.0627742,47.32305311,790.8338623,19.49595816,5.6,12.88032,69.54976303,24.1,58.7,18.5,18.1,4.6,194,82.29,264.5,7.7,5.283878989,0.81,23.2,37.63,5.48,541.23,2.45,7.28,7.7,8.05,7.58,2.59,10.74,17.21,274.37,9.2605,601.8780994,90.3,3.271829328,421.73,0.01419111,10.10988669,5.28,0.55,0.55,0.44,75.26032958,61.09480896,0.715,3.94,1.64,29.58833278,52,70.26114232,87.53772075
E06000016,Leicester,54.70938923,12.15,4.454611124,700.27,17.3,63.83075278,44.96620262,648.8977661,20.76843198,4.8,12.48326,66.44778649,10.2,55.9,30.5,22.3,5.5,175,80.69,294.8,7.3,5.927641889,0.65,18.6,32.75,2.55,756.71,1.58,9.36,7.77,7.84,7.63,2.78,9.85,14.54,121.19,10.2721,430.5000538,85.5,7.809288944,723.64,0.012548703,8.727035229,7.6,0.49,0.49,0.46,104.0515965,58.2009093,0.62,3.155,1.182,29.77095859,41,62.39468835,88.89613576
E06000017,Rutland,62.93807046,16.83,1.01010101,518.78,10.8,68.11578902,65.22874189,459.9350281,3.649635036,0.6,5.08976,73.01980198,21.3,79.3,23.5,7.1,3.5,288,38.63,139.9,5.9,,0.95,22.1,34.85,5.37,555.72,4.17,6.56,7.75,7.98,7.77,3,9.3,15.92,142.47,9.1201,2555.724735,89.2,2.847870933,108.36,0.001184267,2.519082047,8.68,3.99,3.99,0.68,36.35035393,68.03421921,0.6,4.175,2.18,23.71491852,23,75.83830274,91.66649551
E06000018,Nottingham,63.63967509,10.31,4.035745172,883.53,20.6,68.12765025,50.70362367,998.4996948,24.86602358,5.1,12.50405,67.558353,17.4,54,25.8,20.9,7,216,90.96,333.2,9.9,4.545085626,0.61,23.8,34.89,2.65,594.31,1.93,5.76,7.49,7.57,7.36,3.19,10.01,14.98,213.06,9.5331,466.0371896,83,4.944176317,880.41,0.013563576,10.2697625,5.82,0.52,0.52,0.44,112.7348075,55.97756601,0.58,3.45,1.236,33.74837916,53,67.87344263,84.04458796
E06000019,"Herefordshire, County of",64.5142414,16.52,2.251655629,575.29,12.6,66.81486127,63.79591001,482.0344543,12.51303441,4.5,10.94649,74.08337519,17.3,64.2,32.3,14,2.7,261,87.11,213.2,10.92175559,4.818812645,0.97,21.9,32.42,4.79,561.2,3.88,7.04,7.86,8.01,7.69,2.59,9.9,18.91,170.19,7.8403,1276.594417,89.2,4.742148907,273.28,0.000574146,9.369778301,9.03,4.53,4.53,0.83,49.33708819,66.06403359,1.025,4.425,2.104,29.279406,38,71.95393812,89.23996931
E06000020,Telford and Wrekin,63.78682784,13.85,3.128313892,788.83,16.2,68.50082271,52.96130584,599.0037231,17.20220708,4.4,11.63468,70.91684435,21.3,59.2,30.1,15,3.9,376,92.18,266,9.665172495,4.02446877,0.67,23.9,36.18,4.82,508.45,2.92,7.8,7.71,7.98,7.42,2.98,14.06,18.68,238.46,7.7167,458.8186475,91,4.123101826,180.08,0.003481184,7.311627175,6.22,0.84,0.84,0.52,76.69334473,61.65451774,0.555,4.24,1.686,30.35373297,45,71.16600489,91.44223742
E06000021,Stoke-on-Trent,72.82892585,16.4,3.896984073,1126.93,18.7,57.37186891,45.29256137,630.815979,30.86099585,2.6,13.09415,65.93637455,12.6,53.3,27.5,25.3,6,299,129.21,316,11.36046738,7.520284979,0.98,28.2,38.37,3.97,641.39,2.91,8.38,7.56,7.72,7.42,3.08,15.34,16.91,374.96,8.1209,280.9069713,94.4,5.214339041,429.79,0.010009199,13.2899196,4.3,0.58,0.58,0.49,107.3004655,56.60424965,0.745,4.565,1.896,28.16230082,101,67.52306569,89.40146261
E06000022,Bath and North East Somerset,57.88759163,12.68,1.813471503,558.76,11.7,79.67302726,62.39191628,495.3407898,13.08807924,2.6,11.8116,72.63212977,26.9,68.5,20.2,7.9,3,184,47.53,181.7,11.01172309,1.737116387,0.8,22.7,28.57,3.71,456.21,2.99,5.13,7.79,7.89,7.54,2.88,9.69,14.37,216.02,8.7981,1096.552383,90,4.433354858,340.49,0.002224737,10.41091897,10.76,0.75,0.75,0.43,51.9973348,65.14109762,0.91,3.905,1.662,23.49148206,41,71.98436717,93.16080918
E06000023,"Bristol, City of",55.6453557,10.47,2.570990023,855.88,16.3,72.54167443,57.38522578,1132.827759,11.05060858,3,13.70014,69.00489396,26.9,61.6,15,13.6,3.8,156,68.54,263.6,10.95984726,3.355335534,0.63,21,30.27,4.02,534.93,2.39,5.58,7.53,7.64,7.27,3.41,11.8,15.4,306.54,9.9991,333.4562001,84,3.726761688,629.43,0.013715188,17.69510471,9.82,0.51,0.51,0.41,93.46683786,60.94956075,1.27,3.875,1.364,28.07780195,62,66.90318033,87.07264223
E06000024,North Somerset,66.41391596,16.08,2.370689655,727.81,12,71.1053683,63.65551414,551.4458618,15.55164319,2.5,10.62787,75.45081967,24.4,66,24.5,9.4,2.8,311,54.88,196.4,11.00057747,2.214839424,1,20.6,33.47,5.65,625.88,4.09,6.66,7.87,8,7.71,2.75,12.48,11.84,298.14,8.1768,1592.018002,90.4,15.74487868,204,0.004459244,5.142133237,9.29,0.82,0.82,0.51,59.34956689,65.34595618,1.405,4.5,2.13,23.67384325,59,72.96485615,92.42732342
E06000025,South Gloucestershire,61.20578398,14.05,2.256944444,712.82,10.6,68.31723108,57.48667991,531.5304565,9.367146447,1.7,10.51156,77.26211325,24.5,61.9,19.2,8.2,3,415,33.52,174,7.520924858,3.482114593,0.78,22,30.46,5.97,527.88,3.41,6.36,7.74,7.9,7.51,2.86,10.8,13.92,254.87,9.7531,1022.740669,91.7,2.851643764,165.06,0.005291022,1.415207823,10,0.77,0.77,0.47,49.29876452,66.89642235,1.235,4.25,1.722,24.44359687,41,74.55707234,92.55401872
E06000026,Plymouth,67.21471701,14.14,3.003952569,636.44,17,68.6838107,57.23422771,997.961792,24.01511063,6.4,12.17399,67.85361029,26.2,58.8,24.1,13.2,4.5,226,79.55,255,9.602138778,3.295280687,0.68,24,38.38,3.86,559.52,3.12,6.68,7.67,7.77,7.51,3.03,14.09,16.56,245.56,7.6226,752.5620881,90.5,5.543403277,500.45,0.011639336,8.741923223,6.85,0.56,0.56,0.4,77.27860129,60.34391676,0.87,4.67,1.864,28.81818826,52,71.89493944,92.69691723
E06000027,Torbay,59.79579038,17.3,2.9143898,808.18,16,70.67501235,60.66888394,614.6234741,23.60965373,3.2,11.91657,70.37562013,26.6,62.4,43,14.4,3.6,220,128.65,269,19.45379752,3.356571133,1.08,28.7,39.74,7.81,516.6,3.96,7.52,7.68,8.05,7.6,2.88,12.74,17.66,305.92,6.6506,507.7595646,89.6,2.673442333,582.58,0.00712361,13.99322433,8.01,0.58,0.58,0.43,76.80807188,62.13830756,1.555,4.955,2.306,29.16550138,43,70.55336831,91.60661781
E06000030,Swindon,63.66350649,14.8,2.684859155,849.2,17.7,71.67996942,56.30758473,763.1730957,17.74148127,2.1,11.16378,70.80217539,17.6,61,18.4,10.6,3.8,203,72.11,222.2,7.797477935,3.140475903,0.63,22,30.29,3.73,665.2,2.73,7.9,7.63,7.89,7.51,2.77,11.21,16.73,407.01,10.2743,865.1767794,91.4,5.964567266,295.24,0.00579988,15.76604984,7.92,0.65,0.65,0.43,68.3615921,62.49888286,0.77,4.195,1.568,28.7008098,81,69.80112301,90.96779896
E06000031,Peterborough,68.26425216,11.88,3.364632238,590.62,19.5,61.72078864,47.95933057,921.5175781,24.58761282,4.6,11.59186,66.70914304,19.8,55.4,28.5,20.5,4.9,285,73.79,260.7,12.15049006,5.333925992,0.69,25.8,33.23,2.39,656.37,2.29,7.2,7.63,7.84,7.59,2.77,8.94,14.37,228.46,10.1494,931.5882688,93.8,2.780527355,354.63,0.003777551,14.4249183,7.73,0.74,0.74,0.49,94.78663556,60.45378505,0.465,3.355,1.304,26.86281667,40,67.41136312,87.18876647
E06000032,Luton,60.64844398,12.2,3.920220083,772.49,16,58.66766808,40.72178938,811.9129028,16.28327733,2.6,12.19147,68.9005559,16.3,56.4,15.7,22.7,4.6,250,66.79,267.3,6.23287332,5.448000778,0.52,17.1,31.11,2.57,433.03,1.83,8.18,7.64,7.96,7.66,2.44,8.22,14.7,188.36,11.3321,605.3735343,87.3,4.892435603,849.68,0.013600922,21.95143595,9.17,0.53,0.53,0.4,88.37087652,60.38387317,0.545,3.345,1.172,30.91153965,69,64.57452852,82.93606482
E06000033,Southend-on-Sea,67.98018363,15.22,2.1567596,636.34,15.9,62.96788519,55.75073291,682.9182739,21.43622722,2.6,9.84945,73.94301471,16.5,71.5,29.1,12.9,3.6,209,74.4,239.8,9.77983584,2.905643065,1.04,20.1,33.91,3.83,599.17,2.9,6.82,7.64,7.88,7.6,2.91,11.35,11.55,165.76,10.2649,576.33105,85.9,11.95120059,618.94,0.010795504,6.028619501,8.93,0.5,0.5,0.45,94.14511435,62.00200205,0.735,4.085,1.686,27.60892953,37,66.23742707,89.18088109
E06000034,Thurrock,68.97054032,14.19,2.115211521,658.04,17.9,60.91203475,47.28596372,693.5300293,18.72129989,1.6,10.10492,74.50657895,15.3,60,23.7,13.9,4.1,413,71.92,232.3,9.037176176,3.110630241,0.6,19.1,31.92,5.03,614.24,2.3,6.87,7.53,7.82,7.4,3.07,10.05,14.81,142.41,11.4523,859.3309104,86.3,9.181278076,261.26,0.007140542,5.21663527,10.07,0.69,0.69,0.55,86.56716418,61.98986814,0.78,3.67,1.334,31.08159529,26,67.39083226,87.95590581
E06000035,Medway,69.21949696,15.2,2.407261247,483.08,14.7,63.92027047,48.31717417,601.6491089,23.20185615,2.9,11.09336,72.77635692,22,63.6,24.7,16.4,3.9,326,64.75,240.7,9.395965144,3.633653219,0.59,20.9,33.04,3.87,574.15,2.85,7.9,7.51,7.82,7.45,3.23,13.05,16.75,140.77,12.0612,630.2590742,92.3,5.42980138,631.92,0.004848669,6.838099008,9.31,0.59,0.59,0.44,106.9046805,62.49811484,0.72,3.86,1.472,28.68759166,29,70.25567343,89.40056857
E06000036,Bracknell Forest,62.51653751,12.57,1.674641148,505.43,10.9,73.87089126,58.34839397,528.9161377,9.758364312,2.8,8.59179,75.22743177,21.4,68,14.8,8.4,2.4,170,49.16,178.2,9.103303543,2.84629981,0.5,19,26.36,3.71,591.1,2.73,5.9,7.78,7.95,7.65,2.76,12.97,13.26,215.37,10.6043,638.415381,89.5,4.297833015,218.04,0.004444486,15.61524047,11.88,0.78,0.78,0.44,47.83194714,67.79932115,0.62,3.53,1.246,27.15987894,32,72.26750213,91.98137667
E06000037,West Berkshire,56.58300387,13.59,1.52284264,439.56,10.1,68.52408766,60.08182893,449.1184082,10.17293998,1,9.24819,74.09543786,16,69.5,11.6,8.4,2.8,249,40.51,184,8.475178214,3.756425465,0.72,14,27.36,4.5,555.1,3.18,5.4,7.88,8.02,7.84,2.7,9.74,15.12,212.06,9.8118,1379.618749,90.1,4.187134122,104.96,0.002800782,11.35453267,11.15,1.54,1.54,0.54,50.48982192,68.60816012,0.81,4.025,1.472,24.53126396,22,73.72065665,92.76122304
E06000038,Reading,55.72398803,11.06,2.804746494,566.65,13,68.75159765,50.79042909,1140.235474,20.1511335,4.3,12.15593,71.08843537,14.5,60.7,14.9,12.6,4.1,153,74.95,253.4,7.239050419,3.529079616,0.56,18.5,27.99,3.37,504.98,2.1,5.33,7.64,7.7,7.58,2.98,9.39,13.7,261.47,11.6694,593.6141914,86.3,3.259744,820.9,0.008684425,15.31834586,10.54,0.56,0.56,0.37,89.61845064,64.75351066,0.68,3.195,0.998,28.31454513,51,65.92317008,88.47403673
E06000039,Slough,66.75742753,12.17,3.713768116,678.43,21.3,55.79702728,45.07969081,772.4552612,12.34106208,3.2,9.65615,73.54052919,26.9,73.9,16.5,16.3,3.7,181,48.84,278.5,10.07955471,5.653431501,0.38,18.4,30.59,3.16,524.65,1.53,9.45,7.54,7.73,7.42,3.26,7.5,13.55,172.62,12.0684,578.980185,81.2,2.9826109,515.47,0.01699019,19.44846827,10.17,0.49,0.49,0.39,91.01212511,59.34376643,0.57,3.165,1.162,31.68530829,32,62.80034828,87.47506191
E06000040,Windsor and Maidenhead,58.66763729,12.79,2.637057599,510.29,8.4,71.15214289,55.9636785,611.9029541,5.496518871,1.1,9.0954,74.26210153,27.3,73.5,14.5,7.4,2.7,196,31.15,181.5,8.478259651,3.608660786,0.8,17.8,25.45,3.83,546.09,3.04,5.18,7.83,7.87,7.73,3.02,8.61,15.28,168.29,10.7974,687.1793098,87.8,12.15988761,181.95,0.00601356,7.289305926,12.87,0.69,0.69,0.43,56.49874756,70.20147377,0.535,3.245,1.484,23.97722947,27,70.53175599,90.34500912
